step,id,x,y,gx,gy
38,0,-1,-1,-1,-1
38,1,-1,-1,-1,-1
38,2,-1,-1,-1,-1
38,3,-1,-1,-1,-1
38,4,-1,-1,-1,-1
38,5,-1,-1,-1,-1
38,6,-1,-1,-1,-1
38,7,-1,-1,-1,-1
38,8,-1,-1,-1,-1
38,9,-1,-1,-1,-1
38,10,-1,-1,-1,-1
38,11,-1,-1,-1,-1
38,12,-1,-1,-1,-1
38,13,13,12,15,10
38,14,-1,-1,-1,-1
38,15,-1,-1,-1,-1
38,16,-1,-1,-1,-1
38,17,-1,-1,-1,-1
38,18,-1,-1,-1,-1
38,19,-1,-1,-1,-1
38,20,-1,-1,-1,-1
38,21,18,7,19,9
38,22,-1,-1,-1,-1
38,23,-1,-1,-1,-1
38,24,-1,-1,-1,-1
38,25,-1,-1,-1,-1
38,26,-1,-1,-1,-1
38,27,-1,-1,-1,-1
38,28,-1,-1,-1,-1
38,29,-1,-1,-1,-1
39,0,-1,-1,-1,-1
39,1,-1,-1,-1,-1
39,2,-1,-1,-1,-1
39,3,-1,-1,-1,-1
39,4,-1,-1,-1,-1
39,5,-1,-1,-1,-1
39,6,-1,-1,-1,-1
39,7,-1,-1,-1,-1
39,8,-1,-1,-1,-1
39,9,-1,-1,-1,-1
39,10,-1,-1,-1,-1
39,11,-1,-1,-1,-1
39,12,-1,-1,-1,-1
39,13,13,11,15,10
39,14,-1,-1,-1,-1
39,15,-1,-1,-1,-1
39,16,-1,-1,-1,-1
39,17,-1,-1,-1,-1
39,18,-1,-1,-1,-1
39,19,-1,-1,-1,-1
39,20,-1,-1,-1,-1
39,21,18,8,19,9
39,22,-1,-1,-1,-1
39,23,-1,-1,-1,-1
39,24,-1,-1,-1,-1
39,25,-1,-1,-1,-1
39,26,-1,-1,-1,-1
39,27,-1,-1,-1,-1
39,28,-1,-1,-1,-1
39,29,-1,-1,-1,-1
40,0,-1,-1,-1,-1
40,1,-1,-1,-1,-1
40,2,-1,-1,-1,-1
40,3,-1,-1,-1,-1
40,4,-1,-1,-1,-1
40,5,-1,-1,-1,-1
40,6,-1,-1,-1,-1
40,7,-1,-1,-1,-1
40,8,-1,-1,-1,-1
40,9,-1,-1,-1,-1
40,10,-1,-1,-1,-1
40,11,-1,-1,-1,-1
40,12,-1,-1,-1,-1
40,13,13,10,15,10
40,14,-1,-1,-1,-1
40,15,-1,-1,-1,-1
40,16,-1,-1,-1,-1
40,17,-1,-1,-1,-1
40,18,-1,-1,-1,-1
40,19,-1,-1,-1,-1
40,20,-1,-1,-1,-1
40,21,18,9,19,9
40,22,-1,-1,-1,-1
40,23,-1,-1,-1,-1
40,24,-1,-1,-1,-1
40,25,-1,-1,-1,-1
40,26,-1,-1,-1,-1
40,27,-1,-1,-1,-1
40,28,-1,-1,-1,-1
40,29,-1,-1,-1,-1
41,0,-1,-1,-1,-1
41,1,-1,-1,-1,-1
41,2,-1,-1,-1,-1
41,3,-1,-1,-1,-1
41,4,-1,-1,-1,-1
41,5,-1,-1,-1,-1
41,6,-1,-1,-1,-1
41,7,-1,-1,-1,-1
41,8,-1,-1,-1,-1
41,9,-1,-1,-1,-1
41,10,-1,-1,-1,-1
41,11,-1,-1,-1,-1
41,12,-1,-1,-1,-1
41,13,14,10,15,10
41,14,-1,-1,-1,-1
41,15,-1,-1,-1,-1
41,16,-1,-1,-1,-1
41,17,-1,-1,-1,-1
41,18,-1,-1,-1,-1
41,19,-1,-1,-1,-1
41,20,-1,-1,-1,-1
41,21,19,9,19,9
41,22,-1,-1,-1,-1
41,23,-1,-1,-1,-1
41,24,-1,-1,-1,-1
41,25,-1,-1,-1,-1
41,26,-1,-1,-1,-1
41,27,-1,-1,-1,-1
41,28,-1,-1,-1,-1
41,29,-1,-1,-1,-1
42,0,-1,-1,-1,-1
42,1,-1,-1,-1,-1
42,2,-1,-1,-1,-1
42,3,-1,-1,-1,-1
42,4,-1,-1,-1,-1
42,5,-1,-1,-1,-1
42,6,-1,-1,-1,-1
42,7,-1,-1,-1,-1
42,8,-1,-1,-1,-1
42,9,-1,-1,-1,-1
42,10,-1,-1,-1,-1
42,11,-1,-1,-1,-1
42,12,-1,-1,-1,-1
42,13,15,10,15,10
42,14,-1,-1,-1,-1
42,15,-1,-1,-1,-1
42,16,-1,-1,-1,-1
42,17,-1,-1,-1,-1
42,18,-1,-1,-1,-1
42,19,-1,-1,-1,-1
42,20,-1,-1,-1,-1
42,21,-1,-1,-1,-1
42,22,-1,-1,-1,-1
42,23,-1,-1,-1,-1
42,24,-1,-1,-1,-1
42,25,-1,-1,-1,-1
42,26,-1,-1,-1,-1
42,27,-1,-1,-1,-1
42,28,-1,-1,-1,-1
42,29,-1,-1,-1,-1
43,0,-1,-1,-1,-1
43,1,-1,-1,-1,-1
43,2,-1,-1,-1,-1
43,3,-1,-1,-1,-1
43,4,-1,-1,-1,-1
43,5,-1,-1,-1,-1
43,6,-1,-1,-1,-1
43,7,-1,-1,-1,-1
43,8,-1,-1,-1,-1
43,9,-1,-1,-1,-1
43,10,-1,-1,-1,-1
43,11,-1,-1,-1,-1
43,12,-1,-1,-1,-1
43,13,-1,-1,-1,-1
43,14,-1,-1,-1,-1
43,15,-1,-1,-1,-1
43,16,-1,-1,-1,-1
43,17,-1,-1,-1,-1
43,18,-1,-1,-1,-1
43,19,-1,-1,-1,-1
43,20,-1,-1,-1,-1
43,21,-1,-1,-1,-1
43,22,-1,-1,-1,-1
43,23,-1,-1,-1,-1
43,24,-1,-1,-1,-1
43,25,-1,-1,-1,-1
43,26,-1,-1,-1,-1
43,27,-1,-1,-1,-1
43,28,-1,-1,-1,-1
43,29,-1,-1,-1,-1
