step,id,x,y,gx,gy,priority,battery,blocked,charging
85,28,-1,-1,-1,-1,2,98,0,0
85,29,-1,-1,-1,-1,0,79,1,0
86,0,-1,-1,-1,-1,0,87,1,0
86,1,3,1,1,1,2,14,74,1
86,2,0,1,1,1,1,14,76,1
86,3,18,2,18,1,2,14,76,1
86,4,-1,-1,-1,-1,0,84,0,0
86,5,19,1,18,1,2,14,78,1
86,6,1,2,1,1,0,14,76,1
86,7,-1,-1,-1,-1,0,89,0,0
86,8,-1,-1,-1,-1,1,77,1,0
86,9,-1,-1,-1,-1,1,82,1,0
86,10,-1,-1,-1,-1,0,90,0,0
86,11,1,1,15,13,2,96,76,0
86,12,1,17,1,18,2,14,78,1
86,13,1,0,1,1,2,14,77,1
86,14,5,1,1,1,0,14,63,1
86,15,18,19,10,4,0,97,2,0
86,16,18,0,18,1,2,14,78,1
86,17,-1,-1,-1,-1,1,93,0,0
86,18,4,1,1,1,2,14,73,1
86,19,18,1,1,13,1,96,78,0
86,20,2,17,1,18,0,14,64,1
86,21,2,1,1,1,2,14,79,1
86,22,1,18,6,9,1,96,77,0
86,23,0,18,1,18,2,14,79,1
86,24,1,19,1,18,0,14,79,1
86,25,17,1,18,1,2,14,77,1
86,26,2,18,1,18,2,14,76,1
86,27,-1,-1,-1,-1,0,86,0,0
86,28,-1,-1,-1,-1,2,98,0,0
86,29,-1,-1,-1,-1,0,79,1,0
87,0,-1,-1,-1,-1,0,87,1,0
87,1,3,1,1,1,2,13,75,1
87,2,0,1,1,1,1,13,77,1
87,3,18,2,18,1,2,13,77,1
87,4,-1,-1,-1,-1,0,84,0,0
87,5,19,1,18,1,2,13,79,1
87,6,1,2,1,1,0,13,77,1
87,7,-1,-1,-1,-1,0,89,0,0
87,8,-1,-1,-1,-1,1,77,1,0
87,9,-1,-1,-1,-1,1,82,1,0
87,10,-1,-1,-1,-1,0,90,0,0
87,11,1,1,15,13,2,95,77,0
87,12,1,17,1,18,2,13,79,1
87,13,1,0,1,1,2,13,78,1
87,14,5,1,1,1,0,13,64,1
87,15,18,18,10,4,0,96,2,0
87,16,18,0,18,1,2,13,79,1
87,17,-1,-1,-1,-1,1,93,0,0
87,18,4,1,1,1,2,13,74,1
87,19,18,1,1,13,1,95,79,0
87,20,2,17,1,18,0,13,65,1
87,21,2,1,1,1,2,13,80,1
87,22,1,18,6,9,1,95,78,0
87,23,0,18,1,18,2,13,80,1
87,24,1,19,1,18,0,13,80,1
87,25,17,1,18,1,2,13,78,1
87,26,2,18,1,18,2,13,77,1
87,27,-1,-1,-1,-1,0,86,0,0
87,28,-1,-1,-1,-1,2,98,0,0
87,29,-1,-1,-1,-1,0,79,1,0
88,0,-1,-1,-1,-1,0,87,1,0
88,1,3,1,1,1,2,12,76,1
88,2,0,1,1,1,1,12,78,1
88,3,18,2,18,1,2,12,78,1
88,4,-1,-1,-1,-1,0,84,0,0
88,5,19,1,18,1,2,12,80,1
88,6,1,2,1,1,0,12,78,1
88,7,-1,-1,-1,-1,0,89,0,0
88,8,-1,-1,-1,-1,1,77,1,0
88,9,-1,-1,-1,-1,1,82,1,0
88,10,-1,-1,-1,-1,0,90,0,0
88,11,1,1,15,13,2,94,78,0
88,12,1,17,1,18,2,12,80,1
88,13,1,0,1,1,2,12,79,1
88,14,5,1,1,1,0,12,65,1
88,15,18,19,10,4,0,95,2,0
88,16,18,0,18,1,2,12,80,1
88,17,-1,-1,-1,-1,1,93,0,0
88,18,4,1,1,1,2,12,75,1
88,19,18,1,1,13,1,94,80,0
88,20,2,17,1,18,0,12,66,1
88,21,2,1,1,1,2,12,81,1
88,22,1,18,6,9,1,94,79,0
88,23,0,18,1,18,2,12,81,1
88,24,1,19,1,18,0,12,81,1
88,25,17,1,18,1,2,12,79,1
88,26,2,18,1,18,2,12,78,1
88,27,-1,-1,-1,-1,0,86,0,0
88,28,-1,-1,-1,-1,2,98,0,0
88,29,-1,-1,-1,-1,0,79,1,0
89,0,-1,-1,-1,-1,0,87,1,0
89,1,3,1,1,1,2,11,77,1
89,2,0,1,1,1,1,11,79,1
89,3,18,2,18,1,2,11,79,1
89,4,-1,-1,-1,-1,0,84,0,0
89,5,19,1,18,1,2,11,81,1
89,6,1,2,1,1,0,11,79,1
89,7,-1,-1,-1,-1,0,89,0,0
89,8,-1,-1,-1,-1,1,77,1,0
89,9,-1,-1,-1,-1,1,82,1,0
89,10,-1,-1,-1,-1,0,90,0,0
89,11,1,1,15,13,2,93,79,0
89,12,1,17,1,18,2,11,81,1
89,13,1,0,1,1,2,11,80,1
89,14,5,1,1,1,0,11,66,1
89,15,18,18,10,4,0,94,2,0
89,16,18,0,18,1,2,11,81,1
89,17,-1,-1,-1,-1,1,93,0,0
89,18,4,1,1,1,2,11,76,1
89,19,18,1,1,13,1,93,81,0
89,20,2,17,1,18,0,11,67,1
89,21,2,1,1,1,2,11,82,1
89,22,1,18,6,9,1,93,80,0
89,23,0,18,1,18,2,11,82,1
89,24,1,19,1,18,0,11,82,1
89,25,17,1,18,1,2,11,80,1
89,26,2,18,1,18,2,11,79,1
89,27,-1,-1,-1,-1,0,86,0,0
89,28,-1,-1,-1,-1,2,98,0,0
89,29,-1,-1,-1,-1,0,79,1,0
90,0,-1,-1,-1,-1,0,87,1,0
90,1,3,1,1,1,2,10,78,1
90,2,0,1,1,1,1,10,80,1
90,3,18,2,18,1,2,10,80,1
90,4,-1,-1,-1,-1,0,84,0,0
90,5,19,1,18,1,2,10,82,1
90,6,1,2,1,1,0,10,80,1
90,7,-1,-1,-1,-1,0,89,0,0
90,8,-1,-1,-1,-1,1,77,1,0
90,9,-1,-1,-1,-1,1,82,1,0
90,10,-1,-1,-1,-1,0,90,0,0
90,11,1,1,15,13,2,92,80,0
90,12,1,17,1,18,2,10,82,1
90,13,1,0,1,1,2,10,81,1
90,14,5,1,1,1,0,10,67,1
90,15,18,19,10,4,0,93,2,0
90,16,18,0,18,1,2,10,82,1
90,17,-1,-1,-1,-1,1,93,0,0
90,18,4,1,1,1,2,10,77,1
90,19,18,1,1,13,1,92,82,0
90,20,2,17,1,18,0,10,68,1
90,21,2,1,1,1,2,10,83,1
90,22,1,18,6,9,1,92,81,0
90,23,0,18,1,18,2,10,83,1
90,24,1,19,1,18,0,10,83,1
90,25,17,1,18,1,2,10,81,1
90,26,2,18,1,18,2,10,80,1
90,27,-1,-1,-1,-1,0,86,0,0
90,28,-1,-1,-1,-1,2,98,0,0
90,29,-1,-1,-1,-1,0,79,1,0
91,0,-1,-1,-1,-1,0,87,1,0
91,1,3,1,1,1,2,9,79,1
91,2,0,1,1,1,1,9,81,1
91,3,18,2,18,1,2,9,81,1
91,4,-1,-1,-1,-1,0,84,0,0
91,5,19,1,18,1,2,9,83,1
91,6,1,2,1,1,0,9,81,1
91,7,-1,-1,-1,-1,0,89,0,0
91,8,-1,-1,-1,-1,1,77,1,0
91,9,-1,-1,-1,-1,1,82,1,0
91,10,-1,-1,-1,-1,0,90,0,0
91,11,1,1,15,13,2,91,81,0
91,12,1,17,1,18,2,9,83,1
91,13,1,0,1,1,2,9,82,1
91,14,5,1,1,1,0,9,68,1
91,15,18,18,10,4,0,92,2,0
91,16,18,0,18,1,2,9,83,1
91,17,-1,-1,-1,-1,1,93,0,0
91,18,4,1,1,1,2,9,78,1
91,19,18,1,1,13,1,91,83,0
91,20,2,17,1,18,0,9,69,1
91,21,2,1,1,1,2,9,84,1
91,22,1,18,6,9,1,91,82,0
91,23,0,18,1,18,2,9,84,1
91,24,1,19,1,18,0,9,84,1
91,25,17,1,18,1,2,9,82,1
91,26,2,18,1,18,2,9,81,1
91,27,-1,-1,-1,-1,0,86,0,0
91,28,-1,-1,-1,-1,2,98,0,0
91,29,-1,-1,-1,-1,0,79,1,0
92,0,-1,-1,-1,-1,0,87,1,0
92,1,3,1,1,1,2,8,80,1
92,2,0,1,1,1,1,8,82,1
92,3,18,2,18,1,2,8,82,1
92,4,-1,-1,-1,-1,0,84,0,0
92,5,19,1,18,1,2,8,84,1
92,6,1,2,1,1,0,8,82,1
92,7,-1,-1,-1,-1,0,89,0,0
92,8,-1,-1,-1,-1,1,77,1,0
92,9,-1,-1,-1,-1,1,82,1,0
92,10,-1,-1,-1,-1,0,90,0,0
92,11,1,1,15,13,2,90,82,0
92,12,1,17,1,18,2,8,84,1
92,13,1,0,1,1,2,8,83,1
92,14,5,1,1,1,0,8,69,1
92,15,18,19,10,4,0,91,2,0
92,16,18,0,18,1,2,8,84,1
92,17,-1,-1,-1,-1,1,93,0,0
92,18,4,1,1,1,2,8,79,1
92,19,18,1,1,13,1,90,84,0
92,20,2,17,1,18,0,8,70,1
92,21,2,1,1,1,2,8,85,1
92,22,1,18,6,9,1,90,83,0
92,23,0,18,1,18,2,8,85,1
92,24,1,19,1,18,0,8,85,1
92,25,17,1,18,1,2,8,83,1
92,26,2,18,1,18,2,8,82,1
92,27,-1,-1,-1,-1,0,86,0,0
92,28,-1,-1,-1,-1,2,98,0,0
92,29,-1,-1,-1,-1,0,79,1,0
93,0,-1,-1,-1,-1,0,87,1,0
93,1,3,1,1,1,2,7,81,1
93,2,0,1,1,1,1,7,83,1
93,3,18,2,18,1,2,7,83,1
93,4,-1,-1,-1,-1,0,84,0,0
93,5,19,1,18,1,2,7,85,1
93,6,1,2,1,1,0,7,83,1
93,7,-1,-1,-1,-1,0,89,0,0
93,8,-1,-1,-1,-1,1,77,1,0
93,9,-1,-1,-1,-1,1,82,1,0
93,10,-1,-1,-1,-1,0,90,0,0
93,11,1,1,15,13,2,89,83,0
93,12,1,17,1,18,2,7,85,1
93,13,1,0,1,1,2,7,84,1
93,14,5,1,1,1,0,7,70,1
93,15,18,18,10,4,0,90,2,0
93,16,18,0,18,1,2,7,85,1
93,17,-1,-1,-1,-1,1,93,0,0
93,18,4,1,1,1,2,7,80,1
93,19,18,1,1,13,1,89,85,0
93,20,2,17,1,18,0,7,71,1
93,21,2,1,1,1,2,7,86,1
93,22,1,18,6,9,1,89,84,0
93,23,0,18,1,18,2,7,86,1
93,24,1,19,1,18,0,7,86,1
93,25,17,1,18,1,2,7,84,1
93,26,2,18,1,18,2,7,83,1
93,27,-1,-1,-1,-1,0,86,0,0
93,28,-1,-1,-1,-1,2,98,0,0
93,29,-1,-1,-1,-1,0,79,1,0
94,0,-1,-1,-1,-1,0,87,1,0
94,1,3,1,1,1,2,6,82,1
94,2,0,1,1,1,1,6,84,1
94,3,18,2,18,1,2,6,84,1
94,4,-1,-1,-1,-1,0,84,0,0
94,5,19,1,18,1,2,6,86,1
94,6,1,2,1,1,0,6,84,1
94,7,-1,-1,-1,-1,0,89,0,0
94,8,-1,-1,-1,-1,1,77,1,0
94,9,-1,-1,-1,-1,1,82,1,0
94,10,-1,-1,-1,-1,0,90,0,0
94,11,1,1,15,13,2,88,84,0
94,12,1,17,1,18,2,6,86,1
94,13,1,0,1,1,2,6,85,1
94,14,5,1,1,1,0,6,71,1
94,15,18,19,10,4,0,89,2,0
94,16,18,0,18,1,2,6,86,1
94,17,-1,-1,-1,-1,1,93,0,0
94,18,4,1,1,1,2,6,81,1
94,19,18,1,1,13,1,88,86,0
94,20,2,17,1,18,0,6,72,1
94,21,2,1,1,1,2,6,87,1
94,22,1,18,6,9,1,88,85,0
94,23,0,18,1,18,2,6,87,1
94,24,1,19,1,18,0,6,87,1
94,25,17,1,18,1,2,6,85,1
94,26,2,18,1,18,2,6,84,1
94,27,-1,-1,-1,-1,0,86,0,0
94,28,-1,-1,-1,-1,2,98,0,0
94,29,-1,-1,-1,-1,0,79,1,0
95,0,-1,-1,-1,-1,0,87,1,0
95,1,3,1,1,1,2,5,83,1
95,2,0,1,1,1,1,5,85,1
95,3,18,2,18,1,2,5,85,1
95,4,-1,-1,-1,-1,0,84,0,0
95,5,19,1,18,1,2,5,87,1
95,6,1,2,1,1,0,5,85,1
95,7,-1,-1,-1,-1,0,89,0,0
95,8,-1,-1,-1,-1,1,77,1,0
95,9,-1,-1,-1,-1,1,82,1,0
95,10,-1,-1,-1,-1,0,90,0,0
95,11,1,1,15,13,2,87,85,0
95,12,1,17,1,18,2,5,87,1
95,13,1,0,1,1,2,5,86,1
95,14,5,1,1,1,0,5,72,1
95,15,18,18,10,4,0,88,2,0
95,16,18,0,18,1,2,5,87,1
95,17,-1,-1,-1,-1,1,93,0,0
95,18,4,1,1,1,2,5,82,1
95,19,18,1,1,13,1,87,87,0
95,20,2,17,1,18,0,5,73,1
95,21,2,1,1,1,2,5,88,1
95,22,1,18,6,9,1,87,86,0
95,23,0,18,1,18,2,5,88,1
95,24,1,19,1,18,0,5,88,1
95,25,17,1,18,1,2,5,86,1
95,26,2,18,1,18,2,5,85,1
95,27,-1,-1,-1,-1,0,86,0,0
95,28,-1,-1,-1,-1,2,98,0,0
95,29,-1,-1,-1,-1,0,79,1,0
96,0,-1,-1,-1,-1,0,87,1,0
96,1,3,1,1,1,2,4,84,1
96,2,0,1,1,1,1,4,86,1
96,3,18,2,18,1,2,4,86,1
96,4,-1,-1,-1,-1,0,84,0,0
96,5,19,1,18,1,2,4,88,1
96,6,1,2,1,1,0,4,86,1
96,7,-1,-1,-1,-1,0,89,0,0
96,8,-1,-1,-1,-1,1,77,1,0
96,9,-1,-1,-1,-1,1,82,1,0
96,10,-1,-1,-1,-1,0,90,0,0
96,11,1,1,15,13,2,86,86,0
96,12,1,17,1,18,2,4,88,1
96,13,1,0,1,1,2,4,87,1
96,14,5,1,1,1,0,4,73,1
96,15,18,19,10,4,0,87,2,0
96,16,18,0,18,1,2,4,88,1
96,17,-1,-1,-1,-1,1,93,0,0
96,18,4,1,1,1,2,4,83,1
96,19,18,1,1,13,1,86,88,0
96,20,2,17,1,18,0,4,74,1
96,21,2,1,1,1,2,4,89,1
96,22,1,18,6,9,1,86,87,0
96,23,0,18,1,18,2,4,89,1
96,24,1,19,1,18,0,4,89,1
96,25,17,1,18,1,2,4,87,1
96,26,2,18,1,18,2,4,86,1
96,27,-1,-1,-1,-1,0,86,0,0
96,28,-1,-1,-1,-1,2,98,0,0
96,29,-1,-1,-1,-1,0,79,1,0
97,0,-1,-1,-1,-1,0,87,1,0
97,1,3,1,1,1,2,3,85,1
97,2,0,1,1,1,1,3,87,1
97,3,18,2,18,1,2,3,87,1
97,4,-1,-1,-1,-1,0,84,0,0
97,5,19,1,18,1,2,3,89,1
97,6,1,2,1,1,0,3,87,1
97,7,-1,-1,-1,-1,0,89,0,0
97,8,-1,-1,-1,-1,1,77,1,0
97,9,-1,-1,-1,-1,1,82,1,0
97,10,-1,-1,-1,-1,0,90,0,0
97,11,1,1,15,13,2,85,87,0
97,12,1,17,1,18,2,3,89,1
97,13,1,0,1,1,2,3,88,1
97,14,5,1,1,1,0,3,74,1
97,15,18,18,10,4,0,86,2,0
97,16,18,0,18,1,2,3,89,1
97,17,-1,-1,-1,-1,1,93,0,0
97,18,4,1,1,1,2,3,84,1
97,19,18,1,1,13,1,85,89,0
97,20,2,17,1,18,0,3,75,1
97,21,2,1,1,1,2,3,90,1
97,22,1,18,6,9,1,85,88,0
97,23,0,18,1,18,2,3,90,1
97,24,1,19,1,18,0,3,90,1
97,25,17,1,18,1,2,3,88,1
97,26,2,18,1,18,2,3,87,1
97,27,-1,-1,-1,-1,0,86,0,0
97,28,-1,-1,-1,-1,2,98,0,0
97,29,-1,-1,-1,-1,0,79,1,0
98,0,-1,-1,-1,-1,0,87,1,0
98,1,3,1,1,1,2,2,86,1
98,2,0,1,1,1,1,2,88,1
98,3,18,2,18,1,2,2,88,1
98,4,-1,-1,-1,-1,0,84,0,0
98,5,19,1,18,1,2,2,90,1
98,6,1,2,1,1,0,2,88,1
98,7,-1,-1,-1,-1,0,89,0,0
98,8,-1,-1,-1,-1,1,77,1,0
98,9,-1,-1,-1,-1,1,82,1,0
98,10,-1,-1,-1,-1,0,90,0,0
98,11,1,1,15,13,2,84,88,0
98,12,1,17,1,18,2,2,90,1
98,13,1,0,1,1,2,2,89,1
98,14,5,1,1,1,0,2,75,1
98,15,18,19,10,4,0,85,2,0
98,16,18,0,18,1,2,2,90,1
98,17,-1,-1,-1,-1,1,93,0,0
98,18,4,1,1,1,2,2,85,1
98,19,18,1,1,13,1,84,90,0
98,20,2,17,1,18,0,2,76,1
98,21,2,1,1,1,2,2,91,1
98,22,1,18,6,9,1,84,89,0
98,23,0,18,1,18,2,2,91,1
98,24,1,19,1,18,0,2,91,1
98,25,17,1,18,1,2,2,89,1
98,26,2,18,1,18,2,2,88,1
98,27,-1,-1,-1,-1,0,86,0,0
98,28,-1,-1,-1,-1,2,98,0,0
98,29,-1,-1,-1,-1,0,79,1,0
99,0,-1,-1,-1,-1,0,87,1,0
99,1,3,1,1,1,2,1,87,1
99,2,0,1,1,1,1,1,89,1
99,3,18,2,18,1,2,1,89,1
99,4,-1,-1,-1,-1,0,84,0,0
99,5,19,1,18,1,2,1,91,1
99,6,1,2,1,1,0,1,89,1
99,7,-1,-1,-1,-1,0,89,0,0
99,8,-1,-1,-1,-1,1,77,1,0
99,9,-1,-1,-1,-1,1,82,1,0
99,10,-1,-1,-1,-1,0,90,0,0
99,11,1,1,15,13,2,83,89,0
99,12,1,17,1,18,2,1,91,1
99,13,1,0,1,1,2,1,90,1
99,14,5,1,1,1,0,1,76,1
99,15,18,18,10,4,0,84,2,0
99,16,18,0,18,1,2,1,91,1
99,17,-1,-1,-1,-1,1,93,0,0
99,18,4,1,1,1,2,1,86,1
99,19,18,1,1,13,1,83,91,0
99,20,2,17,1,18,0,1,77,1
99,21,2,1,1,1,2,1,92,1
99,22,1,18,6,9,1,83,90,0
99,23,0,18,1,18,2,1,92,1
99,24,1,19,1,18,0,1,92,1
99,25,17,1,18,1,2,1,90,1
99,26,2,18,1,18,2,1,89,1
99,27,-1,-1,-1,-1,0,86,0,0
99,28,-1,-1,-1,-1,2,98,0,0
99,29,-1,-1,-1,-1,0,79,1,0
100,0,-1,-1,-1,-1,0,87,1,0
100,1,3,1,1,1,2,0,88,1
100,2,0,1,1,1,1,0,90,1
100,3,18,2,18,1,2,0,90,1
100,4,-1,-1,-1,-1,0,84,0,0
100,5,19,1,18,1,2,0,92,1
100,6,1,2,1,1,0,0,90,1
100,7,-1,-1,-1,-1,0,89,0,0
100,8,-1,-1,-1,-1,1,77,1,0
100,9,-1,-1,-1,-1,1,82,1,0
100,10,-1,-1,-1,-1,0,90,0,0
100,11,1,1,15,13,2,82,90,0
100,12,1,17,1,18,2,0,92,1
100,13,1,0,1,1,2,0,91,1
100,14,5,1,1,1,0,0,77,1
100,15,18,19,10,4,0,83,2,0
100,16,18,0,18,1,2,0,92,1
100,17,-1,-1,-1,-1,1,93,0,0
100,18,4,1,1,1,2,0,87,1
100,19,18,1,1,13,1,82,92,0
100,20,2,17,1,18,0,0,78,1
100,21,2,1,1,1,2,0,93,1
100,22,1,18,6,9,1,82,91,0
100,23,0,18,1,18,2,0,93,1
100,24,1,19,1,18,0,0,93,1
100,25,17,1,18,1,2,0,91,1
100,26,2,18,1,18,2,0,90,1
100,27,-1,-1,-1,-1,0,86,0,0
100,28,-1,-1,-1,-1,2,98,0,0
100,29,-1,-1,-1,-1,0,79,1,0
101,0,-1,-1,-1,-1,0,87,1,0
101,1,3,1,1,1,2,-1,89,1
101,2,0,1,1,1,1,-1,91,1
101,3,18,2,18,1,2,-1,91,1
101,4,-1,-1,-1,-1,0,84,0,0
101,5,19,1,18,1,2,-1,93,1
101,6,1,2,1,1,0,-1,91,1
101,7,-1,-1,-1,-1,0,89,0,0
101,8,-1,-1,-1,-1,1,77,1,0
101,9,-1,-1,-1,-1,1,82,1,0
101,10,-1,-1,-1,-1,0,90,0,0
101,11,1,1,15,13,2,81,91,0
101,12,1,17,1,18,2,-1,93,1
101,13,1,0,1,1,2,-1,92,1
101,14,5,1,1,1,0,-1,78,1
101,15,18,18,10,4,0,82,2,0
101,16,18,0,18,1,2,-1,93,1
101,17,-1,-1,-1,-1,1,93,0,0
101,18,4,1,1,1,2,-1,88,1
101,19,18,1,1,13,1,81,93,0
101,20,2,17,1,18,0,-1,79,1
101,21,2,1,1,1,2,-1,94,1
101,22,1,18,6,9,1,81,92,0
101,23,0,18,1,18,2,-1,94,1
101,24,1,19,1,18,0,-1,94,1
101,25,17,1,18,1,2,-1,92,1
101,26,2,18,1,18,2,-1,91,1
101,27,-1,-1,-1,-1,0,86,0,0
101,28,-1,-1,-1,-1,2,98,0,0
101,29,-1,-1,-1,-1,0,79,1,0
102,0,-1,-1,-1,-1,0,87,1,0
102,1,3,1,1,1,2,-2,90,1
102,2,0,1,1,1,1,-2,92,1
102,3,18,2,18,1,2,-2,92,1
102,4,-1,-1,-1,-1,0,84,0,0
102,5,19,1,18,1,2,-2,94,1
102,6,1,2,1,1,0,-2,92,1
102,7,-1,-1,-1,-1,0,89,0,0
102,8,-1,-1,-1,-1,1,77,1,0
102,9,-1,-1,-1,-1,1,82,1,0
102,10,-1,-1,-1,-1,0,90,0,0
102,11,1,1,15,13,2,80,92,0
102,12,1,17,1,18,2,-2,94,1
102,13,1,0,1,1,2,-2,93,1
102,14,5,1,1,1,0,-2,79,1
102,15,18,19,10,4,0,81,2,0
102,16,18,0,18,1,2,-2,94,1
102,17,-1,-1,-1,-1,1,93,0,0
102,18,4,1,1,1,2,-2,89,1
102,19,18,1,1,13,1,80,94,0
102,20,2,17,1,18,0,-2,80,1
102,21,2,1,1,1,2,-2,95,1
102,22,1,18,6,9,1,80,93,0
102,23,0,18,1,18,2,-2,95,1
102,24,1,19,1,18,0,-2,95,1
102,25,17,1,18,1,2,-2,93,1
102,26,2,18,1,18,2,-2,92,1
102,27,-1,-1,-1,-1,0,86,0,0
102,28,-1,-1,-1,-1,2,98,0,0
102,29,-1,-1,-1,-1,0,79,1,0
103,0,-1,-1,-1,-1,0,87,1,0
103,1,3,1,1,1,2,-3,91,1
103,2,0,1,1,1,1,-3,93,1
103,3,18,2,18,1,2,-3,93,1
103,4,-1,-1,-1,-1,0,84,0,0
103,5,19,1,18,1,2,-3,95,1
103,6,1,2,1,1,0,-3,93,1
103,7,-1,-1,-1,-1,0,89,0,0
103,8,-1,-1,-1,-1,1,77,1,0
103,9,-1,-1,-1,-1,1,82,1,0
103,10,-1,-1,-1,-1,0,90,0,0
103,11,1,1,15,13,2,79,93,0
103,12,1,17,1,18,2,-3,95,1
103,13,1,0,1,1,2,-3,94,1
103,14,5,1,1,1,0,-3,80,1
103,15,18,18,10,4,0,80,2,0
103,16,18,0,18,1,2,-3,95,1
103,17,-1,-1,-1,-1,1,93,0,0
103,18,4,1,1,1,2,-3,90,1
103,19,18,1,1,13,1,79,95,0
103,20,2,17,1,18,0,-3,81,1
103,21,2,1,1,1,2,-3,96,1
103,22,1,18,6,9,1,79,94,0
103,23,0,18,1,18,2,-3,96,1
103,24,1,19,1,18,0,-3,96,1
103,25,17,1,18,1,2,-3,94,1
103,26,2,18,1,18,2,-3,93,1
103,27,-1,-1,-1,-1,0,86,0,0
103,28,-1,-1,-1,-1,2,98,0,0
103,29,-1,-1,-1,-1,0,79,1,0
104,0,-1,-1,-1,-1,0,87,1,0
104,1,3,1,1,1,2,-4,92,1
104,2,0,1,1,1,1,-4,94,1
104,3,18,2,18,1,2,-4,94,1
104,4,-1,-1,-1,-1,0,84,0,0
104,5,19,1,18,1,2,-4,96,1
104,6,1,2,1,1,0,-4,94,1
104,7,-1,-1,-1,-1,0,89,0,0
104,8,-1,-1,-1,-1,1,77,1,0
104,9,-1,-1,-1,-1,1,82,1,0
104,10,-1,-1,-1,-1,0,90,0,0
104,11,1,1,15,13,2,78,94,0
104,12,1,17,1,18,2,-4,96,1
104,13,1,0,1,1,2,-4,95,1
104,14,5,1,1,1,0,-4,81,1
104,15,18,19,10,4,0,79,2,0
104,16,18,0,18,1,2,-4,96,1
104,17,-1,-1,-1,-1,1,93,0,0
104,18,4,1,1,1,2,-4,91,1
104,19,18,1,1,13,1,78,96,0
104,20,2,17,1,18,0,-4,82,1
104,21,2,1,1,1,2,-4,97,1
104,22,1,18,6,9,1,78,95,0
104,23,0,18,1,18,2,-4,97,1
104,24,1,19,1,18,0,-4,97,1
104,25,17,1,18,1,2,-4,95,1
104,26,2,18,1,18,2,-4,94,1
104,27,-1,-1,-1,-1,0,86,0,0
104,28,-1,-1,-1,-1,2,98,0,0
104,29,-1,-1,-1,-1,0,79,1,0
105,0,-1,-1,-1,-1,0,87,1,0
105,1,3,1,1,1,2,-5,93,1
105,2,0,1,1,1,1,-5,95,1
105,3,18,2,18,1,2,-5,95,1
105,4,-1,-1,-1,-1,0,84,0,0
105,5,19,1,18,1,2,-5,97,1
105,6,1,2,1,1,0,-5,95,1
105,7,-1,-1,-1,-1,0,89,0,0
105,8,-1,-1,-1,-1,1,77,1,0
105,9,-1,-1,-1,-1,1,82,1,0
105,10,-1,-1,-1,-1,0,90,0,0
105,11,1,1,15,13,2,77,95,0
105,12,1,17,1,18,2,-5,97,1
105,13,1,0,1,1,2,-5,96,1
105,14,5,1,1,1,0,-5,82,1
105,15,18,18,10,4,0,78,2,0
105,16,18,0,18,1,2,-5,97,1
105,17,-1,-1,-1,-1,1,93,0,0
105,18,4,1,1,1,2,-5,92,1
105,19,18,1,1,13,1,77,97,0
105,20,2,17,1,18,0,-5,83,1
105,21,2,1,1,1,2,-5,98,1
105,22,1,18,6,9,1,77,96,0
105,23,0,18,1,18,2,-5,98,1
105,24,1,19,1,18,0,-5,98,1
105,25,17,1,18,1,2,-5,96,1
105,26,2,18,1,18,2,-5,95,1
105,27,-1,-1,-1,-1,0,86,0,0
105,28,-1,-1,-1,-1,2,98,0,0
105,29,-1,-1,-1,-1,0,79,1,0
106,0,-1,-1,-1,-1,0,87,1,0
106,1,3,1,1,1,2,-6,94,1
106,2,0,1,1,1,1,-6,96,1
106,3,18,2,18,1,2,-6,96,1
106,4,-1,-1,-1,-1,0,84,0,0
106,5,19,1,18,1,2,-6,98,1
106,6,1,2,1,1,0,-6,96,1
106,7,-1,-1,-1,-1,0,89,0,0
106,8,-1,-1,-1,-1,1,77,1,0
106,9,-1,-1,-1,-1,1,82,1,0
106,10,-1,-1,-1,-1,0,90,0,0
106,11,1,1,15,13,2,76,96,0
106,12,1,17,1,18,2,-6,98,1
106,13,1,0,1,1,2,-6,97,1
106,14,5,1,1,1,0,-6,83,1
106,15,18,19,10,4,0,77,2,0
106,16,18,0,18,1,2,-6,98,1
106,17,-1,-1,-1,-1,1,93,0,0
106,18,4,1,1,1,2,-6,93,1
106,19,18,1,1,13,1,76,98,0
106,20,2,17,1,18,0,-6,84,1
106,21,2,1,1,1,2,-6,99,1
106,22,1,18,6,9,1,76,97,0
106,23,0,18,1,18,2,-6,99,1
106,24,1,19,1,18,0,-6,99,1
106,25,17,1,18,1,2,-6,97,1
106,26,2,18,1,18,2,-6,96,1
106,27,-1,-1,-1,-1,0,86,0,0
106,28,-1,-1,-1,-1,2,98,0,0
106,29,-1,-1,-1,-1,0,79,1,0
107,0,-1,-1,-1,-1,0,87,1,0
107,1,3,1,1,1,2,-7,95,1
107,2,0,1,1,1,1,-7,97,1
107,3,18,2,18,1,2,-7,97,1
107,4,-1,-1,-1,-1,0,84,0,0
107,5,19,1,18,1,2,-7,99,1
107,6,1,2,1,1,0,-7,97,1
107,7,-1,-1,-1,-1,0,89,0,0
107,8,-1,-1,-1,-1,1,77,1,0
107,9,-1,-1,-1,-1,1,82,1,0
107,10,-1,-1,-1,-1,0,90,0,0
107,11,1,1,15,13,2,75,97,0
107,12,1,17,1,18,2,-7,99,1
107,13,1,0,1,1,2,-7,98,1
107,14,5,1,1,1,0,-7,84,1
107,15,18,18,10,4,0,76,2,0
107,16,18,0,18,1,2,-7,99,1
